KioskNumber, QuestionNumber,Invoked Time,Is Checked,Checked Time,Number of Waiting Kiosk,Answerd Time,Used Time,QuestionType,Question,Correct Answer,User Answer,Is Right Answer
3,1,5.000736,True,5.563303,1,9.219809,4.219072, ,안녕하세요. 최근 해당 웹사이트에서 제품을 구입했는데, 도착했을 때 제품이 손상되었더라구요. 그래서 조금 실망했습니다##그 소식을 들으니 정말 안타까울 뿐입니다. 문제를 알려주셔서 감사합니다. 추가로 도움을 드릴 수 있도록 주문 번호를 알려주시겠어요?##물론이죠, 12345입니다. 이번 주말에 사용하길 정말 기대하고 있었어요. 너무 오래 기다렸는데 손상된 물건을 받게 되어 답답합니다. ##귀하의 불만을 이해하며 불편을 끼쳐드려 죄송합니다. 지금 주문을 조회했습니다. 교체품을 배송받길 원하시나요, 아니면 환불을 원하시나요?##교체하고 싶은데 이번 금요일까지 도착할 수 있도록 해주실 수 있나요? ##금요일엔 집에 안계신가요?,,,True,
