KioskNumber, QuestionNumber,Invoked Time,Is Checked,Checked Time,Number of Waiting Kiosk,Answerd Time,Used Time,QuestionType,Question,Correct Answer,User Answer,Is Right Answer
1,1,5.000124,True,5.851463,1,7.743469,2.743345, ,난 과일 중에서 <color=red>딸기</color>가 가장 <color=red>맛있는거</color> 같아##나는 <color=red>딸기</color>가 가장 <color=red>맛없는거</color> 같아##왜 그렇게 생각해? 딸기 얼마나 상큼하고 달달한데 요샌 탕후루로도 많이 먹는걸##그냥 내 <color=red>취향</color>이 아닌 거 같아.##취향이 다르구나 그래도 <color=red>탕후루</color>는 <color=red>도전</color>해보는 거 추천해.##왜 그렇게 생각했어?,,,True,
