KioskNumber, QuestionNumber,Invoked Time,Is Checked,Checked Time,Number of Waiting Kiosk,Answerd Time,Used Time,QuestionType,Question,Correct Answer,User Answer,Is Right Answer
5,1,20.0009,True,20.64373,1,21.92238,1.921482, ,요새 새로운 <color=red>취미</color>를 찾고 있어##어떤 것을 하고 싶어?##나 요새 <color=red>마라톤</color>에 관심이 있어##마라톤은 42.195㎞를 달리는 초장거리 달리기를 하는 종목으로 강인한 지구력과 정신력을 필요로 하는 스포츠입니다##마라톤의 <color=red>기원</color>은 어떻게 돼?##마라톤은 올림픽 육상 세부 종목중 하나입니다,,asdasd,False,
