KioskNumber, QuestionNumber,Invoked Time,Is Checked,Checked Time,Number of Waiting Kiosk,Answerd Time,Used Time,QuestionType,Question,Correct Answer,User Answer,Is Right Answer
1,1,5.000626,True,5.584307,1,6.372648,1.372023, ,요새 한식이 전세계적으로 뜨고 있다고 하네. 한국 김밥도 비건한테 인기가 있어서 핫하다고 하네. 여튼 넌 한국하면 무슨 음식이 떠올라?##한국에는 유명한 음식들이 많이 있지요. 예를 들면 김치가 있네요##그럼 김치랑 고기랑 넣고 끓이는 음식이 뭔지 알아?##똠양꿍아닌가요?,,,True,
