KioskNumber, QuestionNumber,Invoked Time,Is Checked,Checked Time,Number of Waiting Kiosk,Answerd Time,Used Time,QuestionType,Question,Correct Answer,User Answer,Is Right Answer
2,1,5.000261,True,5.949366,1,10.18913,5.188868, ,아이스크림을 냉장고에 넣으면 어떻게?##그게 무슨말이야 냉장고에 넣어야지##아니 여기 냉장칸에 넣으면 녹잖아##그러면 냉장칸 윗칸에 냉동칸에 넣어##그래 근데 너는 어떤 아이스크림이 좋아?##아이스크림은 냉동 보관해야해,,,True,
