KioskNumber, QuestionNumber,Invoked Time,Is Checked,Checked Time,Number of Waiting Kiosk,Answerd Time,Used Time,QuestionType,Question,Correct Answer,User Answer,Is Right Answer
2,1,5.00067,True,5.685242,1,11.8156,6.814931, ,보이싱피싱 전화온거같아##그럼 바로 신고 하시는 거 어때요##근데 아직 피해를 본게 없어##공익을 위해 아직 피해를 보지않았더라도 신고하는것이 좋습니다## 알겠어 그러면 어디로 신고하면 돼?##보이스피싱을 방지하는데에 OTP 혹은 보안 토큰을 이용하는게 도움이 됩니다,,,True,
